Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
79,2026-08-26,823015,2026-08-26T23:45:00Z,Scheduled,Busch Stadium,Baltimore Orioles @ St. Louis Cardinals,Home,691023,Jordan Walker,St. Louis Cardinals,Baltimore Orioles,RF,R,No,,129,551,502,143,28,0,27,82,96,42,4,133,0.285,0.343,0.502,0.845,12,52,48,14,4,0.292,0.0769,25,108,102,29,5,0.284,0.0463,652,133,7.6,28.1,38.9,31.0,30.1,16.3,28.9,35.8,28.7,7.1,3.8,7.1,53.2,84.5,15.3,0.632,77.6,97.2,115.9,77.2,11.6,16.7,44.9,42.2,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,42.2,Below Average,0.978,Good,6.8,30.8,94.9,0.573,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,41.08,14.08,Strong positive regression,Below Average Contact-First Profile profile. 7.6% barrel rate; 84.5 mph average exit velocity; 28.9% air-ball rate; 35.8% pull-air rate; 7.1% HR-launch rate.,0.049,0.046,4.09,11,3,18.6,0.59,59.2,Recently homered,680694.0,Kyle Bradish,R,RHB vs RHP,25,25,138.2,3.7,1.38,15,0.97,8.37,3.89,698.0,5.4,24.9,13.2,38.9,28.1,82.9,95.3,114.2,0.52,15.0,48.3,100.0,0.624,7.4,Sinker,R,RHB vs RHP,42.4,396,0.287,0.333,0.492,0.825,18,23,103,0.0455,7.4,0.624,232,0.0259,6.4,0.502,0,0,0,0/0,,,,,0,0,0,46.0,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,437,Sinker,41.41876430205949,181.0,Slider,20.594965675057207,90.0,Curveball,20.137299771167047,88.0,4-Seam Fastball,14.645308924485127,64.0,Changeup,3.203661327231121,14.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.997,0.979,51.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.4,33.9,48.3,34.4,50.0,45.0,44.4,4.65,1.15,0.979,0.985,1.0,0.978,0.978,1.0,17.51,10.86,85.0,32.2,D,Lineup unconfirmed
80,2026-08-26,825039,2026-08-26T19:40:00Z,Scheduled,Chase Field,Chicago Cubs @ Arizona Diamondbacks,Away,624424,Michael Conforto,Chicago Cubs,Arizona Diamondbacks,DH,L,No,,89,240,207,48,13,0,12,28,33,28,2,69,0.232,0.325,0.469,0.794,10,31,27,6,3,0.222,0.0968,19,62,51,11,3,0.216,0.0484,281,67,6.0,26.7,58.1,23.4,18.5,17.8,29.1,63.5,28.6,5.5,4.1,5.5,72.1,83.8,19.7,0.622,70.8,96.4,110.9,30.0,9.6,6.2,53.8,38.9,Below Average,2.5,Pull Power,A,Excellent HR swing plane,38.9,Below Average,0.969,Good,6.0,72.2,96.3,0.587,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,16.16,4.16,Strong positive regression,Below Average Pull Power profile. 6.0% barrel rate; 83.8 mph average exit velocity; 29.1% air-ball rate; 63.5% pull-air rate; 5.5% HR-launch rate.,0.05,0.044,4.05,4,1,17.2,0.23,23.2,Very recent HR,593958.0,Eduardo Rodriguez,L,LHB vs LHP,26,26,155.0,2.61,1.21,14,0.81,6.39,2.85,874.0,5.0,21.7,15.7,37.7,30.5,81.4,93.5,112.0,0.537,14.0,33.8,99.9,0.531,4.8,4-Seam Fastball,L,LHB vs LHP,47.0,8,0.429,0.5,1.286,1.786,2,1,1,0.25,25.0,1.193,187,0.016,6.7,0.581,5,5,2,2/5,0.4,0.4,1.0,1.4,1,0,0,45.5,Neutral Matchup,Average,62.5,5,Pitch-level Statcast · last 5 MLB games,517,4-Seam Fastball,40.61895551257253,210.0,Changeup,24.95164410058027,129.0,Cutter,16.44100580270793,85.0,Curveball,11.02514506769826,57.0,Sinker,6.963249516441006,36.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.968,0.975,55.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.0,30.1,33.8,55.4,50.0,45.0,44.3,4.64,1.282,0.954,0.985,1.0,0.969,0.969,0.98,16.66,10.6,74.1,29.5,F,Lineup unconfirmed
81,2026-08-26,822692,2026-08-26T22:45:00Z,Scheduled,Nationals Park,Colorado Rockies @ Washington Nationals,Home,695734,Daylen Lile,Washington Nationals,Colorado Rockies,LF,L,No,,132,548,507,126,25,5,17,67,72,31,6,106,0.249,0.297,0.418,0.715,12,52,49,13,2,0.265,0.0385,27,108,102,27,6,0.265,0.0556,790,167,4.8,22.9,52.0,20.4,27.4,18.5,30.1,49.7,32.2,7.0,5.2,7.0,48.3,82.3,21.9,0.577,70.3,94.0,109.8,14.1,12.1,3.8,53.2,34.0,Weak,2.5,Pull Power,A-,Elevated power plane,34.0,Weak,0.955,Good,5.4,63.3,94.5,0.646,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.43,20.43,Strong positive regression,Weak Pull Power profile. 4.8% barrel rate; 82.3 mph average exit velocity; 30.1% air-ball rate; 49.7% pull-air rate; 7.0% HR-launch rate.,0.031,0.0312,3.99,0,0,29.8,0.0,0.0,Very recent HR,685299.0,Tanner Gordon,R,LHB vs RHP,18,6,76.2,5.75,1.49,16,1.88,7.51,1.76,461.0,5.9,27.8,20.0,41.7,33.0,84.5,96.1,113.3,0.594,16.0,28.8,99.3,0.502,3.8,4-Seam Fastball,L,LHB vs RHP,46.1,398,0.254,0.299,0.454,0.753,15,22,71,0.0377,5.5,0.593,195,0.0615,5.3,0.6,0,0,0,0/0,,,,,0,0,0,40.8,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,286,4-Seam Fastball,53.84615384615385,154.0,Changeup,25.174825174825173,72.0,Slider,16.433566433566433,47.0,Curveball,4.545454545454546,13.0,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.958,0.984,51.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.1,40.8,28.8,50.6,50.0,45.0,44.3,4.63,1.192,1.125,1.025,1.0,0.955,0.955,0.98,11.88,8.96,85.0,27.2,F,Lineup unconfirmed
82,2026-08-26,823255,2026-08-26T20:10:00Z,Scheduled,Petco Park,Pittsburgh Pirates @ San Diego Padres,Away,668804,Bryan Reynolds,Pittsburgh Pirates,San Diego Padres,LF,S,No,,134,583,495,130,32,2,15,88,66,77,9,139,0.263,0.37,0.426,0.796,12,53,48,12,0,0.25,0.0,27,119,105,25,1,0.238,0.0084,683,133,5.8,27.5,38.5,29.8,31.7,13.7,25.8,35.9,30.1,5.6,3.4,5.6,28.2,84.2,12.3,0.565,70.3,96.3,113.5,28.3,11.7,5.3,47.0,31.3,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,31.3,Weak,0.948,Good,5.3,34.3,96.2,0.505,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.5,19.5,Strong positive regression,Weak Contact-First Profile profile. 5.8% barrel rate; 84.2 mph average exit velocity; 25.8% air-ball rate; 35.9% pull-air rate; 5.6% HR-launch rate.,0.0257,0.0268,4.05,101,26,33.0,3.06,306.1,Very long drought,681190.0,Randy Vásquez,R,Switch vs RHP,25,20,118.0,4.19,1.31,15,1.14,5.64,2.44,714.0,6.2,27.9,15.4,46.6,31.4,85.0,96.4,114.1,0.598,15.0,45.0,99.8,0.625,5.7,4-Seam Fastball,L,LHB vs RHP,36.0,383,0.245,0.368,0.399,0.768,9,55,95,0.0235,5.8,0.598,288,0.0278,5.4,0.59,8,6,1,1/6,0.167,0.375,0.167,0.542,0,1,0,38.8,Slight Pitcher Advantage,Below average,33.9,5,Pitch-level Statcast · last 5 MLB games,384,Cutter,28.125,108.0,Sinker,25.0,96.0,4-Seam Fastball,24.739583333333332,95.0,Changeup,7.291666666666667,28.0,Slider,7.03125,27.0,Sweeper,5.46875,21.0,Curveball,2.34375,9.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.99,0.987,45.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.0,45.8,45.0,37.0,39.2,45.0,44.2,4.62,0.758,1.006,1.035,1.0,0.948,0.948,1.06,10.42,5.99,85.0,31.7,D,Lineup unconfirmed
83,2026-08-26,824234,2026-08-26T17:10:00Z,Scheduled,Comerica Park,Tampa Bay Rays @ Detroit Tigers,Home,679529,Spencer Torkelson,Detroit Tigers,Tampa Bay Rays,1B,R,No,,131,513,446,100,23,0,20,54,63,57,5,159,0.224,0.316,0.41,0.726,12,41,35,6,0,0.171,0.0,25,101,88,25,1,0.284,0.0099,598,109,6.4,26.5,48.2,23.1,28.5,16.9,28.1,48.4,30.1,7.8,4.9,7.8,36.5,83.6,20.7,0.568,71.3,95.5,108.4,22.8,12.6,7.2,49.0,36.8,Below Average,2.5,Pull Power,A-,Elevated power plane,36.8,Below Average,0.963,Good,4.6,44.8,95.4,0.47,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.06,15.06,Strong positive regression,Below Average Pull Power profile. 6.4% barrel rate; 83.6 mph average exit velocity; 28.1% air-ball rate; 48.4% pull-air rate; 7.8% HR-launch rate.,0.039,0.0377,3.99,79,23,22.3,3.54,354.3,Very long drought,642547.0,Freddy Peralta,R,RHB vs RHP,26,26,135.0,5.33,1.46,22,1.47,8.6,3.6,798.0,3.5,22.6,14.2,45.6,30.5,81.8,93.5,114.7,0.511,22.0,50.6,98.4,0.636,8.0,4-Seam Fastball,R,RHB vs RHP,41.0,367,0.205,0.292,0.404,0.696,17,36,118,0.0463,7.9,0.644,216,0.0278,3.1,0.501,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,44.7,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,436,4-Seam Fastball,50.45871559633027,220.0,Changeup,29.81651376146789,130.0,Curveball,11.009174311926605,48.0,Sweeper,8.027522935779816,35.0,Slider,0.6880733944954128,3.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.001,0.96,49.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.0,30.4,50.6,43.8,50.0,45.0,44.1,4.62,0.758,1.059,0.985,1.0,0.963,0.963,1.06,14.2,7.56,85.0,33.1,D,Lineup unconfirmed
84,2026-08-26,824555,2026-08-26T23:40:00Z,Scheduled,Rate Field,Texas Rangers @ Chicago White Sox,Away,694671,Wyatt Langford,Texas Rangers,Chicago White Sox,LF,R,No,,81,348,315,81,16,2,15,47,36,30,3,75,0.257,0.328,0.463,0.791,12,54,46,13,2,0.283,0.037,27,116,97,19,3,0.196,0.0259,457,141,4.8,25.4,46.3,28.9,24.8,13.4,25.7,55.0,25.6,5.1,3.6,5.1,60.0,83.8,22.7,0.491,70.4,95.7,111.2,21.2,9.8,7.0,51.4,33.7,Weak,2.5,Pull Power,A-,Elevated power plane,33.7,Weak,0.954,Good,3.5,57.6,95.4,0.427,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.77,6.77,Strong positive regression,Weak Pull Power profile. 4.8% barrel rate; 83.8 mph average exit velocity; 25.7% air-ball rate; 55.0% pull-air rate; 5.1% HR-launch rate.,0.0431,0.0403,4.05,3,1,21.0,0.14,14.3,Very recent HR,680732.0,Sean Burke,R,RHB vs RHP,26,22,146.0,3.27,1.11,17,1.05,9.74,2.59,802.0,4.6,22.7,14.7,48.6,34.4,83.3,94.4,114.0,0.524,17.0,41.1,100.0,0.533,8.4,4-Seam Fastball,R,RHB vs RHP,33.8,234,0.259,0.329,0.481,0.81,11,19,49,0.047,5.1,0.52,244,0.0246,3.7,0.487,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,2,38.8,Slight Pitcher Advantage,Below average,46.0,5,Pitch-level Statcast · last 5 MLB games,446,4-Seam Fastball,36.54708520179372,163.0,Slider,20.40358744394619,91.0,Knuckle Curve,16.816143497757846,75.0,Cutter,13.67713004484305,61.0,Sinker,10.986547085201794,49.0,Changeup,1.5695067264573992,7.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.982,0.971,48.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,33.8,36.3,41.1,48.3,50.0,45.0,44.1,4.61,0.918,0.992,0.985,1.0,0.954,0.954,0.98,15.33,8.12,84.9,27.0,F,Lineup unconfirmed
85,2026-08-26,823988,2026-08-26T20:07:00Z,Scheduled,Angel Stadium,Cleveland Guardians @ Los Angeles Angels,Away,682657,Angel Martínez,Cleveland Guardians,Los Angeles Angels,LF,S,No,,92,333,311,76,18,1,12,36,45,10,5,73,0.244,0.278,0.424,0.702,11,36,34,9,0,0.265,0.0,23,79,74,22,1,0.297,0.0127,477,93,4.4,23.8,49.7,26.9,23.4,12.8,27.9,50.5,34.0,7.2,5.8,7.2,45.9,80.9,15.8,0.557,68.9,93.9,109.5,17.5,10.4,5.6,47.6,34.2,Weak,2.5,Pull Power,A,Excellent HR swing plane,34.2,Weak,0.956,Good,4.3,50.0,93.5,0.595,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.05,9.05,Strong positive regression,Weak Pull Power profile. 4.4% barrel rate; 80.9 mph average exit velocity; 27.9% air-ball rate; 50.5% pull-air rate; 7.2% HR-launch rate.,0.036,0.035,3.99,47,14,25.9,1.81,181.4,Above normal drought,680570.0,Grayson Rodriguez,R,Switch vs RHP,14,14,66.0,6.41,1.53,10,1.36,8.32,4.09,431.0,5.3,24.6,12.3,39.5,33.4,83.4,94.8,113.7,0.624,10.0,43.7,99.4,0.611,5.8,4-Seam Fastball,L,LHB vs RHP,36.1,215,0.225,0.265,0.415,0.68,9,7,55,0.0419,4.6,0.509,164,0.0305,4.5,0.58,0,0,0,0/0,,,,,0,0,0,41.6,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,467,4-Seam Fastball,54.389721627408996,254.0,Changeup,26.76659528907923,125.0,Slider,13.9186295503212,65.0,Curveball,4.925053533190578,23.0,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.987,0.978,48.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.1,36.9,43.7,44.3,50.0,45.0,44.1,4.61,0.758,1.039,1.035,1.0,0.956,0.956,1.035,13.24,7.23,82.1,28.7,F,Lineup unconfirmed
86,2026-08-26,824555,2026-08-26T23:40:00Z,Scheduled,Rate Field,Texas Rangers @ Chicago White Sox,Away,669394,Jake Burger,Texas Rangers,Chicago White Sox,1B,R,No,,126,503,457,108,19,0,23,54,76,40,4,135,0.236,0.302,0.429,0.731,10,39,32,9,4,0.281,0.1026,25,93,83,19,4,0.229,0.043,575,105,6.3,29.9,43.9,29.7,26.0,15.6,26.2,48.5,25.3,5.7,3.3,5.7,55.1,83.8,18.8,0.569,74.3,97.3,113.4,61.0,11.7,15.0,59.0,42.6,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.6,Below Average,0.979,Good,5.7,37.0,96.4,0.565,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,32.17,9.17,Strong positive regression,Below Average Pull Power profile. 6.3% barrel rate; 83.8 mph average exit velocity; 26.2% air-ball rate; 48.5% pull-air rate; 5.7% HR-launch rate.,0.0457,0.0431,4.05,0,0,19.9,0.0,0.0,Very recent HR,680732.0,Sean Burke,R,RHB vs RHP,26,22,146.0,3.27,1.11,17,1.05,9.74,2.59,802.0,4.6,22.7,14.7,48.6,34.4,83.3,94.4,114.0,0.524,17.0,37.9,79.7,0.554,5.8,4-Seam Fastball,R,RHB vs RHP,32.9,373,0.225,0.29,0.389,0.678,14,28,99,0.0375,6.1,0.541,244,0.0246,3.7,0.487,3,3,1,1/3,0.333,0.333,0.667,1.0,0,0,1,38.4,Slight Pitcher Advantage,Below average,51.3,5,Pitch-level Statcast · last 5 MLB games,446,4-Seam Fastball,36.54708520179372,163.0,Slider,20.40358744394619,91.0,Knuckle Curve,16.816143497757846,75.0,Cutter,13.67713004484305,61.0,Sinker,10.986547085201794,49.0,Changeup,1.5695067264573992,7.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.976,0.971,51.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.9,36.3,37.9,41.0,50.0,45.0,43.9,4.58,1.264,0.992,0.985,1.0,0.979,0.979,0.98,16.34,10.71,84.4,30.2,D,Lineup unconfirmed
87,2026-08-26,825039,2026-08-26T19:40:00Z,Scheduled,Chase Field,Chicago Cubs @ Arizona Diamondbacks,Away,664023,Ian Happ,Chicago Cubs,Arizona Diamondbacks,LF,S,No,,129,545,468,103,24,2,23,77,61,68,7,166,0.22,0.327,0.427,0.754,12,47,41,10,3,0.244,0.0638,27,104,92,21,5,0.228,0.0481,651,127,6.1,24.2,51.7,22.7,25.6,14.9,24.3,54.8,30.1,8.2,5.3,8.2,54.0,82.0,17.7,0.589,69.9,94.1,110.5,16.5,11.3,3.2,43.3,35.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.7,Below Average,0.96,Good,5.5,55.2,93.4,0.542,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.16,14.16,Strong positive regression,Below Average Pull Power profile. 6.1% barrel rate; 82.0 mph average exit velocity; 24.3% air-ball rate; 54.8% pull-air rate; 8.2% HR-launch rate.,0.0422,0.0404,4.05,0,0,20.3,0.0,0.0,Very recent HR,593958.0,Eduardo Rodriguez,L,Switch vs LHP,26,26,155.0,2.61,1.21,14,0.81,6.39,2.85,874.0,5.0,21.7,15.7,37.7,30.5,81.4,93.5,112.0,0.537,14.0,48.3,99.9,0.647,6.3,4-Seam Fastball,R,RHB vs LHP,29.9,135,0.156,0.231,0.287,0.518,4,9,46,0.0296,5.1,0.496,449,0.0245,4.4,0.518,3,2,0,0/2,0.0,0.333,0.0,0.333,0,1,2,38.9,Slight Pitcher Advantage,Below average,42.5,5,Pitch-level Statcast · last 5 MLB games,517,4-Seam Fastball,40.61895551257253,210.0,Changeup,24.95164410058027,129.0,Cutter,16.44100580270793,85.0,Curveball,11.02514506769826,57.0,Sinker,6.963249516441006,36.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.997,0.975,49.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,29.9,30.1,48.3,48.7,50.0,45.0,43.8,4.58,1.162,0.954,1.035,1.0,0.96,0.96,0.98,15.37,9.75,85.0,29.1,F,Lineup unconfirmed
88,2026-08-26,825039,2026-08-26T19:40:00Z,Scheduled,Chase Field,Chicago Cubs @ Arizona Diamondbacks,Home,694374,Tim Tawa,Arizona Diamondbacks,Chicago Cubs,1B,R,No,,76,245,218,54,10,0,8,26,32,18,0,54,0.248,0.301,0.404,0.705,11,46,41,13,2,0.317,0.0435,26,107,97,26,4,0.268,0.0374,309,131,5.3,29.3,42.8,36.1,20.3,13.6,26.2,42.6,31.4,7.7,4.7,7.7,52.2,83.4,14.9,0.58,69.6,96.2,109.1,34.5,13.0,11.5,53.6,37.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.5,Below Average,0.965,Good,6.1,42.9,97.3,0.626,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,15.54,7.54,Strong positive regression,Below Average Pull Power profile. 5.3% barrel rate; 83.4 mph average exit velocity; 26.2% air-ball rate; 42.6% pull-air rate; 7.7% HR-launch rate.,0.0327,0.0324,3.99,10,3,27.2,0.37,36.7,Recently homered,571510.0,Matthew Boyd,L,RHB vs LHP,16,16,91.0,4.15,1.24,14,1.38,7.02,2.77,510.0,6.1,22.9,13.3,48.1,31.2,81.9,94.4,112.5,0.563,14.0,35.5,100.0,0.569,3.8,4-Seam Fastball,R,RHB vs LHP,36.3,65,0.224,0.281,0.293,0.574,0,5,16,0.0,3.3,0.5,278,0.0468,6.9,0.592,0,0,0,0/0,,,,,0,0,0,38.8,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,462,4-Seam Fastball,43.29004329004329,200.0,Changeup,22.07792207792208,102.0,Curveball,19.48051948051948,90.0,Slider,14.502164502164502,67.0,Sinker,0.6493506493506493,3.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.971,0.986,45.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.3,43.0,35.5,49.3,50.0,45.0,43.8,4.58,1.102,1.045,1.025,1.0,0.965,0.965,1.0,12.33,8.54,77.5,25.3,F,Lineup unconfirmed
89,2026-08-26,825039,2026-08-26T19:40:00Z,Scheduled,Chase Field,Chicago Cubs @ Arizona Diamondbacks,Away,673548,Seiya Suzuki,Chicago Cubs,Arizona Diamondbacks,RF,R,No,,115,507,439,119,26,0,22,76,75,61,4,129,0.271,0.363,0.481,0.844,12,54,47,12,2,0.255,0.037,25,115,98,28,4,0.286,0.0348,618,140,6.9,22.4,44.3,24.9,30.9,15.1,27.6,45.5,30.8,6.6,4.0,6.6,49.4,82.0,23.8,0.583,71.2,93.6,112.1,34.3,10.9,10.5,43.9,36.8,Below Average,2.5,Pull Power,A-,Elevated power plane,36.8,Below Average,0.963,Good,7.9,44.7,92.0,0.558,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.54,13.54,Strong positive regression,Below Average Pull Power profile. 6.9% barrel rate; 82.0 mph average exit velocity; 27.6% air-ball rate; 45.5% pull-air rate; 6.6% HR-launch rate.,0.0434,0.0412,4.15,28,7,20.0,1.4,140.3,Above normal drought,593958.0,Eduardo Rodriguez,L,RHB vs LHP,26,26,155.0,2.61,1.21,14,0.81,6.39,2.85,874.0,5.0,21.7,15.7,37.7,30.5,81.4,93.5,112.0,0.537,14.0,48.1,99.9,0.618,7.7,4-Seam Fastball,R,RHB vs LHP,39.8,133,0.306,0.406,0.55,0.956,7,19,26,0.0526,4.6,0.632,449,0.0245,4.4,0.518,3,3,2,2/3,0.667,0.667,1.667,2.334,1,0,1,46.3,Neutral Matchup,Average,57.5,5,Pitch-level Statcast · last 5 MLB games,517,4-Seam Fastball,40.61895551257253,210.0,Changeup,24.95164410058027,129.0,Cutter,16.44100580270793,85.0,Curveball,11.02514506769826,57.0,Sinker,6.963249516441006,36.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.996,0.975,50.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.8,30.1,48.1,44.2,50.0,45.0,43.8,4.57,0.95,0.954,1.025,1.0,0.963,0.963,1.035,16.03,9.04,85.0,32.3,D,Lineup unconfirmed
