Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
11,2026-09-20,823570,2026-09-20T17:10:00Z,Scheduled,Citi Field,Philadelphia Phillies @ New York Mets,Away,656941,Kyle Schwarber,Philadelphia Phillies,New York Mets,DH,L,No,,149,669,558,131,18,1,45,91,95,97,7,216,0.235,0.352,0.513,0.865,12,55,47,8,3,0.17,0.0545,26,119,100,20,8,0.2,0.0672,765,153,9.2,29.9,61.4,20.4,18.1,14.6,26.2,57.5,28.7,8.8,5.6,8.8,61.8,85.4,18.4,0.777,74.4,97.9,114.2,68.4,13.9,17.1,64.8,54.3,Average,3.0,Pull Power,A,Excellent HR swing plane,54.3,Average,1.012,Good,7.8,55.3,97.0,0.727,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,62.52,17.52,Strong positive regression,Average Pull Power profile. 9.2% barrel rate; 85.4 mph average exit velocity; 26.2% air-ball rate; 57.5% pull-air rate; 8.8% HR-launch rate.,0.0673,0.0619,4.15,14,4,12.4,1.13,112.9,Near normal interval,804636.0,Jonah Tong,R,LHB vs RHP,5,2,21.0,3.43,1.19,2,0.86,8.57,3.86,124.0,4.0,18.5,17.7,41.9,32.3,82.0,93.5,104.6,0.438,2.0,74.4,100.0,0.842,9.6,4-Seam Fastball,L,LHB vs RHP,58.5,419,0.217,0.333,0.503,0.835,30,61,146,0.0716,11.3,0.825,53,0.0189,2.9,0.382,0,0,0,0/0,,,,,0,0,0,62.4,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,357,4-Seam Fastball,44.25770308123249,158.0,Changeup,28.291316526610643,101.0,Cutter,20.448179271708682,73.0,Curveball,7.002801120448179,25.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.049,0.965,65.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.5,25.6,74.4,61.0,50.0,45.0,54.3,6.6,0.989,0.988,1.025,1.0,1.012,1.012,1.0,23.29,14.37,85.0,39.8,D+,Lineup unconfirmed,,,,,,,,,
12,2026-09-20,824546,2026-09-20T18:10:00Z,Scheduled,Rate Field,Detroit Tigers @ Chicago White Sox,Home,695657,Colson Montgomery,Chicago White Sox,Detroit Tigers,SS,L,No,,146,611,543,111,24,0,31,69,87,52,14,216,0.204,0.29,0.42,0.71,11,40,33,3,0,0.091,0.0,25,101,87,12,4,0.138,0.0396,684,113,8.8,27.3,57.0,24.0,18.6,12.8,22.7,60.3,31.2,8.3,4.9,8.3,48.1,83.2,25.2,0.656,74.6,96.3,115.7,65.9,14.5,13.3,51.3,49.1,Average,3.0,Pull Power,A-,Elevated power plane,49.1,Average,0.997,Good,9.7,68.4,95.7,0.639,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,52.04,21.04,Strong positive regression,Average Pull Power profile. 8.8% barrel rate; 83.2 mph average exit velocity; 22.7% air-ball rate; 60.3% pull-air rate; 8.3% HR-launch rate.,0.0507,0.0477,3.99,37,12,17.5,2.11,211.2,Very long drought,675512.0,Troy Melton,R,LHB vs RHP,19,19,110.2,2.52,1.1,13,1.06,7.32,2.77,590.0,4.7,26.9,12.9,41.9,28.8,84.2,95.9,111.9,0.474,13.0,68.5,100.0,0.759,10.8,4-Seam Fastball,L,LHB vs RHP,48.5,422,0.184,0.273,0.39,0.663,21,39,157,0.0498,8.9,0.674,266,0.0414,5.2,0.499,12,10,1,1/10,0.1,0.25,0.2,0.45,0,2,2,49.8,Neutral Matchup,Average,20.0,5,Pitch-level Statcast · last 5 MLB games,441,4-Seam Fastball,24.263038548752835,107.0,Cutter,21.08843537414966,93.0,Slider,19.047619047619047,84.0,Changeup,12.698412698412698,56.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.037,0.972,62.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.5,32.4,68.5,62.5,50.0,45.0,54.0,6.5,0.827,0.994,1.025,1.0,0.997,0.997,1.06,17.7,10.78,85.0,36.3,D+,Lineup unconfirmed,Sinker,12.244897959183673,54.0,Curveball,10.657596371882086,47.0,,,
13,2026-09-20,824546,2026-09-20T18:10:00Z,Scheduled,Rate Field,Detroit Tigers @ Chicago White Sox,Home,808959,Munetaka Murakami,Chicago White Sox,Detroit Tigers,1B,L,No,,120,521,428,87,14,1,32,77,69,88,4,187,0.203,0.344,0.465,0.809,12,47,39,5,2,0.128,0.0426,27,115,95,12,3,0.126,0.0261,469,98,9.3,29.5,60.2,18.9,20.4,17.3,24.0,50.2,26.0,6.7,3.4,6.7,57.5,85.9,21.4,0.68,72.3,98.1,113.4,45.0,9.5,9.0,42.7,45.7,Below Average,3.0,Pull Power,A-,Elevated power plane,45.7,Below Average,0.988,Good,6.1,55.6,96.0,0.471,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.11,5.11,Strong positive regression,Below Average Pull Power profile. 9.3% barrel rate; 85.9 mph average exit velocity; 24.0% air-ball rate; 50.2% pull-air rate; 6.7% HR-launch rate.,0.0614,0.0559,4.09,8,2,13.4,0.6,59.8,Recently homered,675512.0,Troy Melton,R,LHB vs RHP,19,19,110.2,2.52,1.1,13,1.06,7.32,2.77,590.0,4.7,26.9,12.9,41.9,28.8,84.2,95.9,111.9,0.474,13.0,67.3,100.0,0.771,9.6,4-Seam Fastball,L,LHB vs RHP,61.3,360,0.211,0.344,0.502,0.846,25,58,127,0.0694,12.5,0.791,266,0.0414,5.2,0.499,5,4,1,1/4,0.25,0.4,0.5,0.9,0,1,1,61.1,Slight Hitter Advantage,Above average,49.6,5,Pitch-level Statcast · last 5 MLB games,441,4-Seam Fastball,24.263038548752835,107.0,Cutter,21.08843537414966,93.0,Slider,19.047619047619047,84.0,Changeup,12.698412698412698,56.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.035,0.972,64.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.3,32.4,67.3,55.1,50.0,45.0,54.0,6.5,0.851,0.994,1.025,1.0,0.988,0.988,1.0,20.97,11.81,85.0,33.2,D,Lineup unconfirmed,Sinker,12.244897959183673,54.0,Curveball,10.657596371882086,47.0,,,
14,2026-09-20,824546,2026-09-20T18:10:00Z,Scheduled,Rate Field,Detroit Tigers @ Chicago White Sox,Home,691019,Kyle Teel,Chicago White Sox,Detroit Tigers,C,L,No,,33,116,99,18,3,0,4,15,20,15,2,44,0.182,0.302,0.333,0.635,11,37,27,5,1,0.185,0.027,14,46,36,6,2,0.167,0.0435,123,37,8.5,28.4,56.6,20.9,22.5,12.7,23.9,62.1,29.8,9.5,7.0,9.5,46.4,81.5,14.4,0.697,70.7,95.6,112.4,27.9,11.7,7.1,33.7,43.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,43.7,Below Average,0.982,Good,10.8,87.5,96.7,0.735,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.05,5.05,Strong positive regression,Below Average Pull Power profile. 8.5% barrel rate; 81.5 mph average exit velocity; 23.9% air-ball rate; 62.1% pull-air rate; 9.5% HR-launch rate.,0.0345,0.0332,3.87,24,10,24.8,0.97,97.0,Near normal interval,675512.0,Troy Melton,R,LHB vs RHP,19,19,110.2,2.52,1.1,13,1.06,7.32,2.77,590.0,4.7,26.9,12.9,41.9,28.8,84.2,95.9,111.9,0.474,13.0,71.1,92.2,0.795,10.3,4-Seam Fastball,L,LHB vs RHP,50.1,81,0.191,0.321,0.397,0.718,4,12,30,0.0494,9.0,0.737,266,0.0414,5.2,0.499,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,55.9,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,441,4-Seam Fastball,24.263038548752835,107.0,Cutter,21.08843537414966,93.0,Slider,19.047619047619047,84.0,Changeup,12.698412698412698,56.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.042,0.972,60.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.1,32.4,71.1,67.0,50.0,45.0,54.0,6.5,1.015,0.994,1.025,0.94,0.982,0.923,1.0,12.26,8.92,64.0,24.2,F,Lineup unconfirmed,Sinker,12.244897959183673,54.0,Curveball,10.657596371882086,47.0,,,
15,2026-09-20,824462,2026-09-20T17:40:00Z,Scheduled,Great American Ball Park,Chicago Cubs @ Cincinnati Reds,Home,668709,JJ Bleday,Cincinnati Reds,Chicago Cubs,LF,L,No,,126,520,443,95,16,2,22,58,56,70,3,116,0.214,0.324,0.409,0.733,11,40,36,6,0,0.167,0.0,25,101,88,18,2,0.205,0.0198,641,121,5.6,25.7,55.4,23.1,21.1,16.3,31.1,59.0,32.5,6.7,4.6,6.7,49.3,82.9,22.7,0.558,70.9,95.4,111.8,26.2,14.2,8.2,51.4,38.7,Below Average,2.5,Pull Power,A-,Elevated power plane,38.7,Below Average,0.968,Good,5.0,59.5,95.1,0.533,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.75,12.75,Strong positive regression,Below Average Pull Power profile. 5.6% barrel rate; 82.9 mph average exit velocity; 31.1% air-ball rate; 59.0% pull-air rate; 6.7% HR-launch rate.,0.0423,0.0404,3.99,47,14,20.1,2.33,233.4,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,55.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,50.7,71.6,45.0,53.9,6.48,0.765,1.0,1.0,1.0,0.968,0.968,1.06,15.16,9.61,75.0,34.4,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
16,2026-09-20,823001,2026-09-20T18:15:00Z,Scheduled,Busch Stadium,Washington Nationals @ St. Louis Cardinals,Away,695578,James Wood,Washington Nationals,St. Louis Cardinals,RF,L,No,,128,594,487,130,30,1,30,103,76,99,4,167,0.267,0.392,0.517,0.909,10,40,35,9,0,0.257,0.0,14,59,50,14,0,0.28,0.0,603,61,8.7,36.4,45.0,21.1,33.7,10.0,23.1,42.9,30.4,7.0,3.1,7.0,30.0,87.6,10.9,0.754,73.7,100.8,115.6,59.4,14.3,19.6,37.9,51.9,Average,3.0,Pull Power,A,Excellent HR swing plane,51.9,Average,1.005,Good,4.9,66.7,101.2,0.549,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,45.95,15.95,Strong positive regression,Average Pull Power profile. 8.7% barrel rate; 87.6 mph average exit velocity; 23.1% air-ball rate; 42.9% pull-air rate; 7.0% HR-launch rate.,0.0505,0.0474,4.31,78,22,16.2,4.8,480.5,Very long drought,687273.0,Quinn Mathews,L,LHB vs LHP,7,7,37.1,3.62,1.39,3,0.72,8.68,3.86,212.0,2.4,21.7,13.2,40.4,29.2,82.4,94.5,111.6,0.43,3.0,80.0,100.0,0.961,12.0,4-Seam Fastball,L,LHB vs LHP,50.9,201,0.263,0.343,0.486,0.829,9,21,63,0.0448,8.8,0.753,42,0.0238,5.9,0.466,0,0,0,0/0,,,,,0,0,0,60.9,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,498,4-Seam Fastball,37.75100401606426,188.0,Slider,24.29718875502008,121.0,Changeup,14.65863453815261,73.0,Curveball,12.85140562248996,64.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.06,0.949,61.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.9,25.5,80.0,62.9,50.0,45.0,53.6,6.4,0.758,0.968,0.985,1.0,1.005,1.005,1.06,18.88,10.21,81.7,39.7,D+,Lineup unconfirmed,Sinker,10.441767068273093,52.0,,,,,,
17,2026-09-20,824139,2026-09-20T18:10:00Z,Scheduled,Daikin Park,Atlanta Braves @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Atlanta Braves,DH,L,No,,151,659,539,168,32,1,40,98,99,105,10,115,0.312,0.429,0.597,1.026,9,36,30,8,2,0.267,0.0556,24,102,81,21,4,0.259,0.0392,819,134,8.0,29.2,53.0,15.7,30.9,18.6,31.0,48.9,32.7,8.0,4.7,8.0,52.6,85.4,22.8,0.738,74.8,97.5,116.7,56.2,14.4,16.7,38.5,50.2,Average,3.0,Pull Power,A-,Elevated power plane,50.2,Average,1.001,Good,6.0,54.3,96.0,0.595,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,57.98,17.98,Strong positive regression,Average Pull Power profile. 8.0% barrel rate; 85.4 mph average exit velocity; 31.0% air-ball rate; 48.9% pull-air rate; 8.0% HR-launch rate.,0.0607,0.0563,4.25,6,2,13.5,0.45,44.5,Recently homered,527048.0,Martín Pérez,L,LHB vs LHP,29,25,137.2,3.07,1.26,13,0.85,6.54,3.92,678.0,3.7,26.0,13.1,47.7,29.8,82.1,95.8,116.9,0.488,13.0,65.6,99.9,0.783,8.1,Sinker,L,LHB vs LHP,51.2,173,0.268,0.335,0.503,0.839,10,14,27,0.0578,7.5,0.724,166,0.0361,3.9,0.592,5,3,0,0/3,0.0,0.4,0.0,0.4,0,1,1,53.5,Neutral Matchup,Average,37.5,5,Pitch-level Statcast · last 5 MLB games,444,Sinker,37.16216216216216,165.0,Changeup,33.55855855855856,149.0,Cutter,20.27027027027027,90.0,Curveball,6.081081081081081,27.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.031,0.962,63.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.2,33.7,65.6,54.7,50.0,45.0,53.5,6.35,0.943,0.96,0.985,1.055,1.001,1.056,1.0,21.82,12.71,85.0,37.9,D+,Lineup unconfirmed,4-Seam Fastball,2.9279279279279278,13.0,,,,,,
18,2026-09-20,822844,2026-09-20T18:35:00Z,Scheduled,Globe Life Field,Toronto Blue Jays @ Texas Rangers,Home,592626,Joc Pederson,Texas Rangers,Toronto Blue Jays,DH,L,No,,136,432,374,88,12,2,26,56,53,49,5,102,0.235,0.329,0.487,0.816,5,15,13,3,1,0.231,0.0667,19,49,43,9,4,0.209,0.0816,528,63,7.1,30.3,51.5,23.8,24.6,18.4,27.6,50.4,26.1,7.9,5.3,7.9,76.3,85.1,23.0,0.606,70.6,96.8,110.6,23.9,13.6,8.3,56.2,41.7,Below Average,2.5,Pull Power,A-,Elevated power plane,41.7,Below Average,0.977,Good,7.9,55.6,95.8,0.594,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.48,8.48,Strong positive regression,Below Average Pull Power profile. 7.1% barrel rate; 85.1 mph average exit velocity; 27.6% air-ball rate; 50.4% pull-air rate; 7.9% HR-launch rate.,0.0602,0.0541,4.09,7,2,14.4,0.49,48.7,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,104.0,1.04,1.0,57.2,1.0,1.0,56.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,58.8,57.2,45.0,53.5,6.34,1.142,1.0,1.0,1.0,0.977,0.977,1.0,20.33,13.96,70.9,34.8,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
19,2026-09-20,824546,2026-09-20T18:10:00Z,Scheduled,Rate Field,Detroit Tigers @ Chicago White Sox,Away,682985,Riley Greene,Detroit Tigers,Chicago White Sox,LF,L,No,,134,566,490,140,30,2,21,76,75,66,5,151,0.286,0.373,0.484,0.857,12,51,46,18,3,0.391,0.0588,17,74,68,25,5,0.368,0.0676,708,89,8.9,25.8,49.5,19.5,31.0,17.8,31.6,44.8,36.6,8.5,5.4,8.5,43.0,82.8,19.9,0.822,74.1,96.0,112.1,54.8,13.5,11.8,37.8,47.2,Below Average,3.0,Pull Power,A,Excellent HR swing plane,47.2,Below Average,0.992,Good,10.1,50.0,95.6,0.979,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,51.26,30.26,Strong positive regression,Below Average Pull Power profile. 8.9% barrel rate; 82.8 mph average exit velocity; 31.6% air-ball rate; 44.8% pull-air rate; 8.5% HR-launch rate.,0.0371,0.0362,4.15,3,1,23.3,0.13,12.9,Very recent HR,663436.0,Davis Martin,R,LHB vs RHP,27,26,141.0,3.96,1.3,14,0.89,7.34,2.74,781.0,4.9,28.7,12.3,39.9,30.9,83.7,96.7,117.2,0.535,14.0,73.1,98.6,0.835,9.3,4-Seam Fastball,L,LHB vs RHP,47.2,389,0.292,0.37,0.49,0.86,15,42,104,0.0386,9.2,0.761,347,0.0231,5.7,0.554,15,12,5,5/12,0.417,0.533,0.417,0.95,0,3,0,57.3,Neutral Matchup,Average,52.7,5,Pitch-level Statcast · last 5 MLB games,277,4-Seam Fastball,26.71480144404332,74.0,Sinker,22.743682310469314,63.0,Changeup,17.689530685920577,49.0,Curveball,14.07942238267148,39.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.046,0.974,57.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.2,34.5,73.1,61.4,50.0,45.0,53.3,6.29,1.29,0.966,1.025,1.0,0.992,0.992,0.98,14.19,11.42,82.9,33.0,D,Lineup unconfirmed,Cutter,11.552346570397113,32.0,Slider,7.2202166064981945,20.0,,,
20,2026-09-20,822844,2026-09-20T18:35:00Z,Scheduled,Globe Life Field,Toronto Blue Jays @ Texas Rangers,Home,608369,Corey Seager,Texas Rangers,Toronto Blue Jays,SS,L,No,,95,406,354,83,16,0,18,55,47,45,4,94,0.234,0.325,0.432,0.757,11,49,45,13,3,0.289,0.0612,26,115,101,27,5,0.267,0.0435,481,135,8.4,29.7,52.6,21.6,25.8,16.5,28.4,42.6,29.4,9.7,6.1,9.7,44.4,85.6,19.0,0.662,69.7,97.2,112.3,10.5,14.2,3.0,54.3,40.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,40.1,Below Average,0.972,Good,8.1,46.2,97.7,0.666,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.76,17.76,Strong positive regression,Below Average Pull Power profile. 8.4% barrel rate; 85.6 mph average exit velocity; 28.4% air-ball rate; 42.6% pull-air rate; 9.7% HR-launch rate.,0.0443,0.0415,3.99,20,5,19.7,1.02,101.7,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,104.0,1.04,1.0,57.2,1.0,1.0,55.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,57.5,57.2,45.0,53.2,6.27,1.113,1.0,1.0,1.0,0.972,0.972,1.0,15.57,11.27,75.0,31.4,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
21,2026-09-20,823329,2026-09-20T17:35:00Z,Scheduled,PNC Park,Kansas City Royals @ Pittsburgh Pirates,Home,665833,Oneil Cruz,Pittsburgh Pirates,Kansas City Royals,CF,L,No,,92,402,353,99,13,1,19,60,66,45,4,136,0.28,0.368,0.484,0.852,11,48,43,17,2,0.395,0.0417,25,107,94,30,3,0.319,0.028,403,103,8.3,29.1,51.8,25.0,22.6,9.8,23.1,48.2,27.1,5.4,3.1,5.4,48.4,84.1,9.7,0.712,75.5,97.7,118.4,65.1,11.9,12.5,37.8,45.5,Below Average,3.0,Pull Power,C,Low line-drive plane,45.5,Below Average,0.987,Good,6.8,47.6,94.6,0.601,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,27.59,8.59,Strong positive regression,Below Average Pull Power profile. 8.3% barrel rate; 84.1 mph average exit velocity; 23.1% air-ball rate; 48.2% pull-air rate; 5.4% HR-launch rate.,0.0473,0.0438,4.09,13,3,18.6,0.7,70.0,Recently homered,608379.0,Michael Wacha,R,LHB vs RHP,30,30,188.2,3.34,1.1,27,1.29,7.11,2.34,1025.0,4.7,23.1,16.1,43.2,31.0,81.8,94.3,115.8,0.512,27.0,68.5,99.9,0.78,9.7,4-Seam Fastball,L,LHB vs RHP,49.0,269,0.255,0.361,0.485,0.845,15,36,85,0.0558,9.6,0.795,439,0.0205,4.5,0.463,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,2,55.2,Neutral Matchup,Average,46.0,5,Pitch-level Statcast · last 5 MLB games,487,4-Seam Fastball,29.568788501026695,144.0,Changeup,26.28336755646817,128.0,Cutter,14.57905544147844,71.0,Curveball,11.08829568788501,54.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.037,0.972,62.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.0,32.4,68.5,49.8,50.0,45.0,53.1,6.25,0.925,1.03,1.025,1.0,0.987,0.987,1.0,16.72,10.77,85.0,32.2,D,Lineup unconfirmed,Sinker,10.061601642710473,49.0,Slider,8.41889117043121,41.0,,,
22,2026-09-20,823896,2026-09-20T20:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,San Francisco Giants @ Los Angeles Dodgers,Home,606192,Teoscar Hernández,Los Angeles Dodgers,San Francisco Giants,LF,R,No,,118,465,417,110,17,2,15,62,63,42,3,126,0.264,0.333,0.422,0.755,11,47,40,13,3,0.325,0.0638,24,103,89,29,4,0.326,0.0388,547,107,7.3,27.1,43.1,27.8,28.8,14.6,27.3,42.7,32.2,6.1,4.1,6.1,42.7,84.6,20.4,0.676,71.1,96.6,112.6,26.9,10.9,5.8,51.1,38.2,Below Average,2.5,Pull Power,A-,Elevated power plane,38.2,Below Average,0.967,Good,9.3,54.8,98.0,0.769,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.99,18.99,Strong positive regression,Below Average Pull Power profile. 7.3% barrel rate; 84.6 mph average exit velocity; 27.3% air-ball rate; 42.7% pull-air rate; 6.1% HR-launch rate.,0.0323,0.0322,3.99,18,4,27.8,0.65,64.7,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,55.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,66.2,50.0,45.0,53.1,6.24,1.253,1.0,1.0,1.0,0.967,0.967,1.0,12.24,10.04,75.0,28.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
